Item	Page_Lines	Para	Text
366	23.30 - 23.32	(§7.) SUBTITLE IV § 1912.1.(a)(vii)	the number of projects funded that are community-owned or incorporate community ownership, including an assessment of continued barriers to community ownership. 
367	23.33 - 23.33	(§7.) SUBTITLE IV § 1912.1.(b)	For the program under subtitle three of this title: 
368	23.34 - 23.34	(§7.) SUBTITLE IV § 1912.1.(b)(i)	the number of jobs created by the program; 
369	23.35 - 23.36	(§7.) SUBTITLE IV § 1912.1.(b)(ii)	the effectiveness of projects funded under the program in reducing emissions of greenhouse gas and regulated air contaminants; 
370	23.37 - 23.38	(§7.) SUBTITLE IV § 1912.1.(b)(iii)	the extent to which projects funded under the program leveraged additional private investment; 
371	23.39 - 23.41	(§7.) SUBTITLE IV § 1912.1.(b)(iv)	the number of minority and women-owned businesses involved in projects funded under the program as lead contractors or subcontractors, and barriers to involvement by such businesses; 
372	23.42 - 23.44	(§7.) SUBTITLE IV § 1912.1.(b)(v)	the effectiveness of projects funded under the program in reducing energy burdens of households, including households in disadvantaged communities; and 
373	23.45 - 23.46	(§7.) SUBTITLE IV § 1912.1.(b)(vi)	the impact of the program on disadvantaged communities, including the impact on the elderly, youth, women and children. 
374	23.47 - 23.48	(§7.) SUBTITLE IV § 1912.1.(c)	For the program under articles forty-two and forty-three of the tax law: 
375	23.49 - 23.50	(§7.) SUBTITLE IV § 1912.1.(c)(i)	the actual costs of the fee as compared to the amount of the rebate; 
376	23.51 - 23.51	(§7.) SUBTITLE IV § 1912.1.(c)(ii)	the overall net cost to households; and 
377	23.52 - 23.53	(§7.) SUBTITLE IV § 1912.1.(c)(iii)	the rate of participation in the program by eligible households and the barriers to participation, if any. 
378	23.54 - 23.56	(§7.) SUBTITLE IV § 1912.2.	Before finalizing the report described in subdivision one of this section, the president shall ensure that there are meaningful opportunities for public participation, including by: 
379	24.1 - 24.3	(§7.) SUBTITLE IV § 1912.2.(a)	allowing at least one hundred twenty days for the submission of public comment, following the date of the publication of a draft report; and 
380	24.4 - 24.7	(§7.) SUBTITLE IV § 1912.2.(b)	holding at least four regional public hearings, including two meetings in the upstate region and two meetings in the downstate region, with emphasis on maximizing participation and accessibility for members of disadvantaged communities. 
381	24.8 - 24.11	(§7.) SUBTITLE IV § 1912.3.	The final report shall be submitted to the governor, the temporary president of the senate, the speaker of the assembly, the minority leader of the senate and the minority leader of the assembly, and shall be posted on the website of the authority. 
382	24.12 - 24.17	(§7.) SUBTITLE IV § 1913.1.	Report on community ownership. 1. Not later than two years following the effective date of this subtitle, and every two years thereafter, the authority, with input from the working group, the department of labor, the state energy planning board and the department of environmental conservation, shall produce a report on barriers to, and opportunities for, community ownership, including: 
383	24.18 - 24.20	(§7.) SUBTITLE IV § 1913.1.(a)	a study of contractual and pricing mechanisms that make siting and ownership of renewable energy assets and services in disadvantaged communities more viable and scalable. 
384	24.21 - 24.22	(§7.) SUBTITLE IV § 1913.1.(b)	recommendations on how to increase community ownership in disadvantaged communities of the following services and commodities: 
385	24.23 - 24.23	(§7.) SUBTITLE IV § 1913.1.(b)(i)	distributed renewable energy generation; 
386	24.24 - 24.24	(§7.) SUBTITLE IV § 1913.1.(b)(ii)	utility scale renewable energy generation; 
387	24.25 - 24.25	(§7.) SUBTITLE IV § 1913.1.(b)(iii)	energy efficiency and weatherization investments; and 
388	24.26 - 24.27	(§7.) SUBTITLE IV § 1913.1.(b)(iv)	electric grid investments, including energy storage and smart meters. 
389	24.28 - 24.30	(§7.) SUBTITLE IV § 1913.2.	Before finalizing the report described in subdivision one of this section, the president shall ensure that there are meaningful opportunities for public participation, including by: 
390	24.31 - 24.33	(§7.) SUBTITLE IV § 1913.2.(a)	allowing at least one hundred twenty days for the submission of public comment, following the date of the publication of a draft report; and 
391	24.34 - 24.37	(§7.) SUBTITLE IV § 1913.2.(b)	holding at least four regional public hearings, including two meetings in the upstate region and two meetings in the downstate region, with emphasis on maximizing participation and accessibility for members of disadvantaged communities. 
392	24.38 - 24.41	(§7.) SUBTITLE IV § 1913.3.	The final report shall be submitted to the governor, the temporary president of the senate, the speaker of the assembly, the minority leader of the senate and the minority leader of the assembly, and shall be posted on the website of the authority. 
393	24.42 - 24.43	(§7.) SUBTITLE IV § 1914.	Definitions. For the purposes of this subtitle, the following terms shall have the following meanings: 
394	24.44 - 24.46	(§7.) SUBTITLE IV § 1914.1.	"""Disadvantaged communities"" shall have the same meaning as in subdivision three of section 75-0111 of the environmental conservation law. "
395	24.47 - 25.8	(§7.) SUBTITLE IV § 1914.2.	"""Eligible lead applicant"" means a constituency-based organization or a tribal nation, in or serving a disadvantaged community or communities. Notwithstanding the preceding sentence, a constituency-based organization or tribal nation may be an eligible lead applicant, whether or not it is in or serving a disadvantaged community or communities, if it makes an application for funding on behalf of one or more constituency-based organizations or tribal nations that are in or serving one or more disadvantaged communities with the consent of such constituencybased organization or organizations or tribal nation or nations and subgrants to such constituency-based organization or organizations or tribal nation or nations. A municipality or county where a project is proposed to be located shall also be considered an eligible lead applicant if it affirms that there is no constituency-based organization or tribal nation in or serving the disadvantaged community or that is willing or able to submit an application or consent to be a subgrantee under this subdivision, and that it provided a reasonable opportunity for residents and organizations in or serving the municipality or county to comment on the application prior to submission. "
396	25.9 - 25.12	(§7.) SUBTITLE IV § 1914.3.	"""Eligible sub-applicants"" means private sector entities, academic institutions, non-profit organizations, other stakeholders, and municipalities and counties in cases where there is a constituency-based organization in the disadvantaged community or communities. "
397	25.13 - 25.14	(§7.) SUBTITLE IV § 1914.4.	"""Fund"" means the community just transition fund established under subdivision one of section three thousand forty-six of the tax law. "
398	25.15 - 25.18	(§7.) SUBTITLE IV § 1914.5.	"""Minority- or women-owned business enterprise"" means either a ""minority-owned business enterprise"" as defined in subdivision seven of section three hundred ten of the executive law, or a ""women-owned business enterprise"", as defined in subdivision fifteen of such section. "
399	25.19 - 25.20	(§7.) SUBTITLE IV § 1914.6.	"""Working group"" means the climate justice working group established under section 75-0111 of the environmental conservation law. "
400	25.21 - 25.22	(§7.) SUBTITLE IV § 1914.7.	"""Program"" means the community just transition program established under this subtitle. "
401	25.23 - 25.24	(§7.) SUBTITLE IV § 1914.8.	"""Community ownership"" shall have the same meaning as set forth in subdivision three of section nineteen hundred ten of this title. "
402	25.25 - 25.26	(§7.) SUBTITLE IV § 1914.9.	"""Downstate region"" means the counties of Richmond, Kings, Queens, New York, Bronx, Westchester, Nassau and Suffolk. "
403	25.27 - 25.28	(§7.) SUBTITLE IV § 1914.10.	"""Upstate region"" means all New York counties other than Nassau, Suffolk, Richmond, Kings, Queens, New York, Bronx and Westchester. "
404	25.29 - 25.36	(§7.) SUBTITLE IV § 1915.1.	"Office of community just transition. 1. The authority shall establish, not later than six months after the effective date of this subtitle, the ""office of community just transition"". Such office will administer the fund and the program, among other duties. Such office shall be responsible for implementing new, progressive and equitable grant opportunities that support disadvantaged communities transitioning to a regenerative renewable energy economy. The office will collaborate with the working group to develop and assess programs. "
405	25.37 - 25.43	(§7.) SUBTITLE IV § 1915.2.	The office will abide by the principles of environmental justice, including the 1994 federal executive order 12898 (in relation to environmental justice) and the Jemez Principles of Democratic Organizing. Such principles shall include: being inclusive; placing an emphasis on bottom-up organizing; letting people speak for themselves; working together in solidarity and mutuality; building just relationships among ourselves; and making a commitment to self-transformation. 
406	25.44 - 25.49	(§7.) SUBTITLE IV § 1915.3.	The office shall be led by a director. Not later than six months after the formation of the working group, the working group shall nominate not less than three candidates for the position of director. Not later than three months after the working group has nominated candidates, the president shall select the director from this group of candidates. 
407	25.50 - 25.54	(§7.) SUBTITLE IV § 1916.	Establishment of community just transition program. There is hereby established within the authority, a community just transition program, to be implemented by the director. The purpose of the program is to disburse funds from the community just transition fund pursuant to section nineteen hundred eighteen of this subtitle. 
408	25.55 - 26.3	(§7.) SUBTITLE IV § 1917.	Administration by the authority. Within six months of the effective date of this subtitle, the authority is hereby authorized and directed to establish and administer the community just transition program. The authority shall implement the program in consultation with the working group. The authority is authorized and directed to: 
